Matchup,Open,Closing Range,Close Start Range,Close End Range,Movement,Event,Fight Date
Raphael Butler vs Tony Johnson,-405,-355 ... -350,-355,-350,+1.3%,Bellator 148: Daley vs. Uhrich,Jan 29th 2016
Raphael Butler vs Javy Ayala,250,+280 ... +300,280,300,+1%,Bellator 125: Marshall vs. Manhoef,Sep 19th 2014
Raphael Butler vs Nick Rossborough,435,+650 ... +668,650,668,-2.8%,Bellator 119: Weichel vs. Green,May 9th 2014
Josh Burns vs Justin Wren,-600,-820 ... -700,-820,-700,+22.8%,Bellator 141: Guillard vs. Girtz,Aug 28th 2015
Josh Burns vs Bobby Lashley,-1200,-850 ... -750,-850,-750,+1.8%,Bellator 123: Curran vs. Pitbull II,Sep 5th 2014
Justin Wren vs Josh Burns,400,+500 ... +595,500,595,-3.1%,Bellator 141: Guillard vs. Girtz,Aug 28th 2015
Justin Wren vs Jon Madsen,310,+280 ... +280,280,280,+3.4%,UFC: The Ultimate Fighter 10 Finale,Dec 5th 2009
Richard Hale vs Alexander Volkov,-120,-140 ... -130,-140,-130,+16.7%,Bellator Fighting Championship 84,Dec 14th 2012
Richard Hale vs Thiago Santos,-160,-135 ... -125,-135,-125,-2.3%,Bellator Fighting Championship 79,Nov 2nd 2012
Richard Hale vs Mike Wessel,230,+220 ... +235,220,235,+3.1%,Bellator Fighting Championship 75,Oct 5th 2012
Richard Hale vs Beau Tribolet vs Richard Hale,-145,-115 ... -115,-115,-115,, ,
Christian Mpumbu vs Richard Hale,-110,-120 ... -120,-120,-120,+9.6%,Bellator Fighting Championship 45,
Dj Linderman vs Richard Hale,255,+255 ... +255,255,255,-4.1%,Bellator Fighting Championship 42,
Nik Fekete,-335,-310 ... -310,-310,-310,0%,Bellator Fighting Championship 38,Mar 26th 2011
Nik Fekete,-335,-310 ... -310,-310,-310,0%,Bellator Fighting Championship 38,Mar 26th 2011
Beau Tribolet vs Richard Hale,-215,-215 ... -215,-215,-215,, ,Jun 22nd 2012
Beau Tribolet vs Richard Hale,-215,-215 ... -215,-215,-215,, ,Jun 22nd 2012
Christian Mpumbu vs Quinton Jackson,-565,-600 ... -515,-600,-515,+13.3%,Bellator Fighting Championship 110,Feb 28th 2014
Christian Mpumbu vs Attila Vegh,145,-275 ... -240,-275,-240,+50.6%,Bellator Fighting Championship 91: MPumbu vs. Vegh,Feb 28th 2013
Christian Mpumbu vs Travis Wiuff,200,+170 ... +170,170,170,+10.1%,Bellator Fighting Championship 55,Oct 22nd 2011
Christian Mpumbu vs Richard Hale,-145,-115 ... -115,-115,-115,-10.1%,Bellator Fighting Championship 45,May 21st 2011
Christian Mpumbu vs Tim Carpenter,-190,-175 ... -175,-175,-175,-3.9%,Bellator Fighting Championship 42,Apr 23rd 2011
Christian Mpumbu vs Chris Davis,140,+150 ... +150,150,150,0%,Bellator Fighting Championship 38,Mar 26th 2011
Chris Davis vs Travis Wiuff,-325,-315 ... -315,-315,-315,+9.1%,Bellator Fighting Championship 71,Jun 22nd 2012
Chris Davis vs Christian Mpumbu,-170,-170 ... -170,-170,-170,+4%,Bellator Fighting Championship 38,Mar 26th 2011
Nik Fekete vs Mark Griffin,620,+750 ... +750,750,750,-0.5%,Bellator Fighting Championship 48,Aug 20th 2011
Nik Fekete vs Richard Hale,255,+255 ... +255,255,255,+1.8%,Bellator Fighting Championship 38,Mar 26th 2011
Nik Fekete vs Richard Hale,255,+255 ... +255,255,255,+1.8%,Bellator Fighting Championship 38,Mar 26th 2011
Mark Griffin vs Nik Fekete,-1100,-1165 ... -1165,-1165,-1165,+15.3%,Bellator Fighting Championship 48,Aug 20th 2011
Mark Griffin vs Nik Fekete,-1100,-1165 ... -1165,-1165,-1165,+15.3%,Bellator Fighting Championship 48,Aug 20th 2011
Mike Mucitelli vs Greg Rebello,-210,-215 ... -215,-215,-215,+1.9%,CES MMA 31,Oct 30th 2015
Mike Mucitelli vs Liam McGeary,-210,-270 ... -255,-270,-255,+21.9%,Bellator 118: Warren vs. Silva,May 2nd 2014
Mike Mucitelli vs Matt van,Buren,-160 -125 ...,-160,...,-4.8%,Bellator Fighting Championship 73,-125 Aug 24th 2012
Dan Cramer vs Jeremy Kimball,205,+220 ... +225,220,225,+2.1%,Bellator Fighting Championship 115: Minakov vs. Kongo,Apr 4th 2014
Dan Cramer vs Brett Cooper,-215,-175 ... -165,-175,-165,-3.9%,Bellator Fighting Championship 92: Cooper vs. Cramer,Mar 7th 2013
Dan Cramer vs Brian Rogers,-300,-220 ... -210,-220,-210,-10.3%,Bellator Fighting Championship 89: Dantas vs. Galvao,Feb 14th 2013
Dan Cramer vs Greg Rebello,-130,-115 ... -115,-115,-115,-2.4%,Bellator Fighting Championship 39,Apr 2nd 2011
Dan Cramer vs Matt Riddle,110,-220 ... -220,-220,-220,+40.5%,UFC 101: Declaration,Aug 8th 2009
Dan Cramer vs Matt Arroyo,-170,-185 ... -185,-185,-185,+7.7%,UFC 94: St-Pierre vs Penn 2,Jan 31st 2009
Perry Filkins vs Jeremy Kimball,-215,-260 ... -235,-260,-235,+14%,Bellator Fighting Championship 98: Shlemenko vs. Cooper,Sep 7th 2013
Perry Filkins vs Jonas Billstein,155,-192 ... -190,-192,-190,+44.2%,Bellator Fighting Championship 81,Nov 16th 2012
Perry Filkins vs Jonas Billstein,155,-192 ... -190,-192,-190,+44.2%,Bellator Fighting Championship 81,Nov 16th 2012
Matt Lee vs Ben Saunders,-610,-590 ... -590,-590,-590,+3.7%,Bellator Fighting Championship 39,Apr 2nd 2011
Matt Lee vs Eddie Alvarez,-625,-900 ... -900,-900,-900,+25%,Bodog Fight,Jul 14th 2007
Dennis Olsen vs Ryan Schieding,-125,-120 ... -120,-120,-120,+2.1%,WCF 8,Sep 26th 2009
Dennis Olsen vs Ryan Schieding,-125,-120 ... -120,-120,-120,+2.1%,WCF 8,Sep 26th 2009
Ryan Schieding vs Dennis Olsen,-115,-110 ... -110,-110,-110,+1.8%,WCF 8,Sep 26th 2009
Matt Riddle vs John Maguire,130,+200 ... +200,200,200,-10%,UFC 154: St-Pierre vs. Condit,Nov 17th 2012
Matt Riddle vs Chris Clements,140,+145 ... +155,145,155,+1.1%,UFC 149: Faber vs. Barao,Jul 21st 2012
Matt Riddle vs Henry Martinez,260,+328 ... +328,328,328,-0.9%,UFC 143: Condit vs. Diaz,Feb 4th 2012
Matt Riddle vs Lance Benoist,165,+175 ... +175,175,175,-3.4%,UFC Fight Night 25: Battle on the Bayou,Sep 17th 2011
Matt Riddle vs Sean Pierson,240,+210 ... +210,210,210,+4.8%,UFC 124: St-Pierre vs. Koscheck II,Dec 11th 2010
Matt Riddle vs Damarques Johnson,150,+180 ... +180,180,180,-6.9%,UFC On Versus 2,Aug 1st 2010
Matt Riddle vs Greg Soto,175,+190 ... +190,190,190,-0.7%,UFC 111: St-Pierre vs. Hardy,Mar 27th 2010
Matt Riddle vs Nick Osipczak,250,+260 ... +260,260,260,-1.7%,UFC 105: Couture vs Vera,Nov 14th 2009
Matt Riddle vs Dan Cramer,-150,+180 ... +180,180,180,-44.4%,UFC 101: Declaration,Aug 8th 2009
Matt Riddle vs Steve Bruno,-115,+100 ... +100,100,100,-5.7%,UFC Fight Night 17: Lauzon vs Stephens,Feb 7th 2009
Matt Riddle vs Dante Rivera,180,+185 ... +185,185,185,+0.6%,UFC: The Ultimate Fighter 7 Finale,Jun 21st 2008
Henry Martinez vs Daron Cruickshank,-140,-170 ... -165,-170,-165,+19.4%,UFC on FOX 5: Henderson vs. Diaz,Dec 8th 2012
Henry Martinez vs Bernardo Magalhaes,160,+205 ... +210,205,210,-6.5%,UFC on FX 3: Johnson vs. McCall,Jun 8th 2012
Henry Martinez vs Matt Riddle,-350,-365 ... -365,-365,-365,+15.9%,UFC 143: Condit vs. Diaz,Feb 4th 2012
Henry Martinez vs Wilson Reis,-925,-900 ... -900,-900,-900,-1.6%,Bellator Fighting Championship 2,Apr 10th 2009
Bernardo Magalhaes vs Henry Martinez,-195,-245 ... -230,-245,-230,+15.6%,UFC on FX 3: Johnson vs. McCall,Jun 8th 2012
Bernardo Magalhaes vs Tim Means,160,+115 ... +115,115,115,+18%,UFC on FUEL TV 1: Ellenberger vs. Sanchez,Feb 15th 2012
Damarques Johnson vs Gunnar Nelson,-230,-350 ... -340,-350,-340,+32.5%,UFC on FUEL TV 5: Struve vs. Miocic,Sep 29th 2012
Damarques Johnson vs Mike Swick,-240,-225 ... -220,-225,-220,+6%,UFC on FOX 4: Shogun vs. Vera,Aug 4th 2012
Damarques Johnson vs John Maguire,-140,-185 ... -185,-185,-185,+18.5%,UFC on FUEL TV 2: Gustafsson vs. Silva,Apr 14th 2012
Damarques Johnson vs Clay Harvison,200,+240 ... +240,240,240,0%,UFC On FOX 1: Velasquez vs. Dos Santos,Nov 12th 2011
Damarques Johnson vs Amir Sadollah,-160,-240 ... -240,-240,-240,+31.3%,UFC Fight Night 24: Nogueira vs. Davis,Mar 26th 2011
Damarques Johnson vs Mike Guymon,120,+105 ... +105,105,105,+4.8%,UFC Fight Night 23: Fight For The Troops II,Jan 22nd 2011
Damarques Johnson vs Matt Riddle,-180,-220 ... -220,-220,-220,+10.7%,UFC On Versus 2,Aug 1st 2010
Damarques Johnson vs Brad Blackburn,-170,-160 ... -160,-160,-160,0%,UFC 112: Invincible,Apr 10th 2010
Damarques Johnson vs Edgar Garcia,-280,-250 ... -250,-250,-250,-3.2%,UFC 107: Penn vs Sanchez,Dec 12th 2009
Damarques Johnson vs James Wilks,280,+280 ... +280,280,280,+1.8%,UFC: The Ultimate Fighter 9 Finale,Jun 20th 2009
Mike Swick vs Alex Garcia,-260,-500 ... -470,-500,-470,+41.7%,UFC 189: Mendes vs. McGregor,Jul 11th 2015
Mike Swick vs Matt Brown,100,+120 ... +135,120,135,-2.3%,UFC on FOX 5: Henderson vs. Diaz,Dec 8th 2012
Mike Swick vs Damarques Johnson,180,+195 ... +200,195,200,+2.2%,UFC on FOX 4: Shogun vs. Vera,Aug 4th 2012
Mike Swick vs Paulo Thiago,160,+173 ... +173,173,173,+1.2%,UFC 109: Relentless,Feb 6th 2010
Mike Swick vs Dan Hardy,165,+240 ... +240,240,240,-7.5%,UFC 105: Couture vs Vera,Nov 14th 2009
Mike Swick vs Ben Saunders,160,+165 ... +165,165,165,+0.9%,UFC 99: The Comeback,Jun 13th 2009
Mike Swick vs Jonathan Goulet,290,+400 ... +400,400,400,-5.3%,UFC Fight Night 16: Fight For The Troops,Dec 10th 2008
Mike Swick vs Marcus Davis,-115,+110 ... +110,110,110,-5.7%,UFC 85: Bedlam,Jun 7th 2008
Mike Swick vs Josh Burkman,155,+170 ... +170,170,170,-4.8%,UFC Fight Night 12: Swick vs Burkman,Jan 23rd 2008
Alex Garcia vs Court McGee,135,+200 ... +205,200,205,-11.6%,UFC Fight Night 138: Volkan vs. Smith,Oct 27th 2018
Alex Garcia vs Ryan Laflare,-195,-150 ... -150,-150,-150,-10.9%,UFC Fight Night 128: Barboza vs. Lee,Apr 21st 2018
Alex Garcia vs Muslim Salikhov,-180,-235 ... -220,-235,-220,+17.2%,UFC Fight Night 122: Bisping vs. Gastelum,Nov 25th 2017
Alex Garcia vs Tim Means,-260,-310 ... -275,-310,-275,+18.8%,UFC Fight Night 112: Chiesa vs. Lee,Jun 25th 2017
Alex Garcia vs Mike Pyle,140,+169 ... +180,169,180,-4.9%,UFC 207: Nunes vs. Rousey,Dec 30th 2016
Alex Garcia vs Sean Strickland,-130,-115 ... -110,-115,-110,+0.9%,UFC Fight Night 83: Cowboy vs. Cowboy,Feb 21st 2016
Alex Garcia vs Mike Swick,180,+375 ... +385,375,385,-14.8%,UFC 189: Mendes vs. McGregor,Jul 11th 2015
Alex Garcia vs Neil Magny,175,+125 ... +135,125,135,+16.7%,UFC Fight Night 49: Henderson vs. Dos Anjos,Aug 23rd 2014
Alex Garcia vs Sean Spencer,235,+290 ... +300,290,300,-2%,UFC 171: Hendricks vs. Lawler,Mar 15th 2014
Alex Garcia vs Ben Wall,260,+525 ... +540,525,540,-10.4%,UFC Fight Night 33: Hunt vs. Bigfoot,Dec 6th 2013
Ben Wall vs Justin Salas,-210,-300 ... -290,-300,-290,+26.8%,UFC Fight Night 40: Brown vs. Silva,May 10th 2014
Ben Wall vs Alex Garcia,-380,-725 ... -660,-725,-660,+43.1%,UFC Fight Night 33: Hunt vs. Bigfoot,Dec 6th 2013
Paulo Thiago vs Michal Materla,-405,-425 ... -425,-425,-425,+4.9%,KSW 40: Dublin,Oct 22nd 2017
Paulo Thiago vs Sean Spencer,-150,-250 ... -235,-250,-235,+32.9%,UFC Fight Night 51: Big Foot vs. Arlovski II,Sep 13th 2014
Paulo Thiago vs Gasan Umalatov,160,+165 ... +170,165,170,+3.6%,UFC: The Ultimate Fighter Brazil 3 Finale,May 31st 2014
Paulo Thiago vs Brandon Thatch,-230,-400 ... -360,-400,-360,+34.6%,UFC Fight Night 32: Belfort vs. Henderson,Nov 9th 2013
Paulo Thiago vs Michel Prazeres,160,+175 ... +175,175,175,+2.4%,UFC on FX 8: Belfort vs. Rockhold,May 18th 2013
Paulo Thiago vs Dong Hyun,Kim,-215 -320 ...,-215,...,+27%,UFC on FUEL TV 6: Franklin vs. Le,-300 Nov 10th 2012
Paulo Thiago vs Siyar Bahadurzada,270,+140 ... +140,140,140,+24.6%,UFC on FUEL TV 2: Gustafsson vs. Silva,Apr 14th 2012
Paulo Thiago vs David Mitchell,310,+370 ... +370,370,370,-0.7%,UFC 134: Silva vs. Okami,Aug 27th 2011
Paulo Thiago vs Diego Sanchez,150,+130 ... +130,130,130,+11%,UFC 121: Lesnar vs. Velasquez,Oct 23rd 2010
Paulo Thiago vs Martin Kampmann,325,+198 ... +198,198,198,+17%,UFC 115: Liddell vs. Franklin,Jun 12th 2010
Paulo Thiago vs Mike Swick,-195,-188 ... -188,-188,-188,+4.8%,UFC 109: Relentless,Feb 6th 2010
Paulo Thiago vs Jacob Volkmann,200,+155 ... +155,155,155,+11.9%,UFC 106: Ortiz vs Griffin 2,Nov 21st 2009
Paulo Thiago vs Jon Fitch,-245,-450 ... -450,-450,-450,+45%,UFC 100,Jul 11th 2009
Paulo Thiago vs Josh Koscheck,-450,-550 ... -550,-550,-550,+18.1%,UFC 95: Sanchez vs Stevenson,Feb 21st 2009
Amanda Nunes vs Irene Aldana,475,+250 ... +325,250,325,+10.1%,UFC 289,Jun 10th 2023
Amanda Nunes vs Julianna Pena,210,+200 ... +230,200,230,-1.5%,UFC 277: Pena vs. Nunes 2,Jul 30th 2022
Amanda Nunes vs Julianna Pena,500,+210 ... +700,210,700,-2%,UFC 269,Dec 11th 2021
Amanda Nunes vs Megan Anderson,700,+500 ... +610,500,610,+1.6%,UFC 259: Blachowicz vs. Adesanya,Mar 6th 2021
Amanda Nunes vs Holly Holm,275,+300 ... +310,300,310,-3.4%,UFC 239: Jones vs. Santos,Jul 6th 2019
Amanda Nunes vs Cristiane Justino,-280,-213 ... -195,-213,-195,-9.9%,UFC 232: Jones vs. Gustafsson 2,Dec 29th 2018
Amanda Nunes vs Raquel Pennington,350,+500 ... +525,500,525,-4%,UFC 224: Nunes vs. Pennington,May 12th 2018
Amanda Nunes vs Valentina Shevchenko,-130,-145 ... -141,-145,-141,+10.3%,UFC 215: Nunes vs. Shevchenko 2,Sep 9th 2017
Amanda Nunes vs Ronda Rousey,-280,-190 ... -190,-190,-190,-20.8%,UFC 207: Nunes vs. Rousey,Dec 30th 2016
Amanda Nunes vs Miesha Tate,-280,-325 ... -280,-325,-280,+9.3%,UFC 200: Tate vs. Nunes,Jul 9th 2016
Amanda Nunes vs Valentina Shevchenko,-140,-115 ... -110,-115,-110,-3.8%,UFC 196: McGregor vs. Diaz,Mar 5th 2016
Amanda Nunes vs Sara McMann,-265,-270 ... -260,-270,-260,+12.3%,UFC Fight Night 73: Saint Preux vs. Teixeira,Aug 8th 2015
Amanda Nunes vs Shayna Baszler,200,+485 ... +525,485,525,-18.9%,UFC Fight Night 62: Maia vs. LaFlare,Mar 21st 2015
Amanda Nunes vs Cat Zingano,-280,-215 ... -210,-215,-210,-4.2%,UFC 178: Johnson vs. Cariaso,Sep 27th 2014
Amanda Nunes vs Felicia Spencer,350,+400 ... +450,400,450,-4.1%,UFC 250: Nunes vs. Spencer,Jun 6th 2020
Amanda Nunes vs Germaine de,Randamie,+280 +340 ...,280,...,-1.9%,UFC 245: Usman vs. Covington,+365 Dec 14th 2019
Amanda Nunes vs Germaine de,Randamie,-140 -140 ...,-140,...,+6.1%,UFC Fight Night 31: Fight For The Troops III,-125 Nov 6th 2013
Amanda Nunes vs Sheila Gaff,180,+180 ... +185,180,185,+6.2%,UFC 163: Aldo vs. Jung,Aug 3rd 2013
Amanda Nunes vs Sarah Dalelio,130,+173 ... +173,173,173,-12.1%,Invicta FC 4,Jan 5th 2013
Amanda Nunes vs Raquel Paaluhi,330,+350 ... +350,350,350,+0.2%,Invicta FC 2,Jul 28th 2012
Amanda Nunes vs Alexis Davis,210,+260 ... +260,260,260,-4.4%,Strikeforce Grand Prix: Barnett vs. Kharitonov,Sep 10th 2011
Amanda Nunes vs Julia Budd,-195,-230 ... -230,-230,-230,+10.3%,Strikeforce Challengers 13,Jan 7th 2011
Megan Anderson vs Amanda Nunes,-1000,-1000 ... -699,-1000,-699,-22%,UFC 259: Blachowicz vs. Adesanya,Mar 6th 2021
Megan Anderson vs Zarah Fairn,Dos,Santos +220 +330,Santos,330,-9%,UFC 243: Whittaker vs. Adesanya,... +400 Oct 5th 2019
Megan Anderson vs Felicia Spencer,125,+175 ... +185,175,185,-10.1%,UFC on ESPN+ 10: Dos Anjos vs. Lee,May 18th 2019
Megan Anderson vs Cat Zingano,-110,-139 ... -130,-139,-130,+11.2%,UFC 232: Jones vs. Gustafsson 2,Dec 29th 2018
Megan Anderson vs Holly Holm,-175,-164 ... -145,-164,-145,0%,UFC 225: Whittaker vs. Romero 2,Jun 9th 2018
Megan Anderson vs Charmaine Tweet,235,+350 ... +455,350,455,-10.8%,Invicta FC 21: Anderson vs. Tweet,Jan 14th 2017
Megan Anderson vs Peggy Morgan,220,+280 ... +300,280,300,-5.6%,Invicta FC 18: Grasso vs. Esquibel,Jul 29th 2016
Megan Anderson vs Amanda Bell,150,+160 ... +160,160,160,-3.4%,Invicta FC 17: Evinger vs. Schneider,May 7th 2016
Megan Anderson vs Amber Leibrock,100,+125 ... +130,125,130,-5%,Invicta FC 15: Cyborg vs. Ibragimova,Jan 16th 2016
Megan Anderson vs Cindy Dandois,325,+155 ... +155,155,155,+20%,Invicta FC 14: Evinger vs. Kianzad,Sep 12th 2015
Megan Anderson vs Norma Dumont,300,+225 ... +250,225,250,+7.6%,UFC on ESPN+ 27: Benavidez vs. Figueiredo,Feb 29th 2020
Norma Dumont vs Chelsea Chandler,-110,+110 ... +130,110,130,-9.1%,UFC Fight Night 225,Jul 15th 2023
Norma Dumont vs Karol Rosa,-225,-105 ... +105,-105,105,-58.2%,UFC Fight Night 223,Apr 22nd 2023
Norma Dumont vs Danyelle Wolf,285,+295 ... +320,295,320,-3%,UFC 279,Sep 10th 2022
Norma Dumont vs Macy Chiasson,180,+175 ... +195,175,195,-2.5%,UFC 274: Oliveira vs. Gaethje,May 7th 2022
Norma Dumont vs Aspen Ladd,-160,-161 ... -135,-161,-135,-9.6%,UFC Fight Night: Ladd vs. Dumont,Oct 16th 2021
Norma Dumont vs Holly Holm vs Norma Dumont,285,+146 ... +172,146,172,, ,
Felicia Spencer vs Norma Dumont,110,+130 ... +137,130,137,-49.8%,UFC Fight Night 188: Font vs. Garbrandt,
Ashlee Evans-Smith vs Norma Dumont,300,+225 ... +250,225,250,+9.5%,UFC on ESPN 18: Smith vs. Clark,
Megan Anderson,-400,-300 ... -275,-300,-275,-18.7%,UFC on ESPN+ 27: Benavidez vs. Figueiredo,Feb 29th 2020
Megan Anderson,-400,-300 ... -275,-300,-275,-18.7%,UFC on ESPN+ 27: Benavidez vs. Figueiredo,Feb 29th 2020
Bea Malecki vs Josiane Nunes,110,+130 ... +152,130,152,-10.4%,UFC on ESPN: Cannonier vs. Gastelum,Aug 21st 2021
Bea Malecki vs Duda Santana,-165,+100 ... +105,100,105,-24.6%,UFC on ESPN+ 11: Gustafsson vs. Smith,Jun 1st 2019
Bea Malecki vs Veronica Macedo,-160,-125 ... -115,-125,-115,-15%,UFC on ESPN+ 28: Lee vs. Oliveira,Mar 14th 2020
Veronica Macedo vs Juliana Miller,-200,-455 ... -350,-455,-350,+36.2%,UFC 286,Mar 18th 2023
Veronica Macedo vs Polyana Viana,-170,+110 ... +125,110,125,-33.4%,UFC on ESPN+ 14: Shevchenko vs. Carmouche 2,Aug 10th 2019
Veronica Macedo vs Gillian Robertson,-210,-195 ... -172,-195,-172,-9.4%,UFC on ESPN+ 3: Blachowicz vs. Santos,Feb 23rd 2019
Veronica Macedo vs Andrea Lee,-350,-357 ... -340,-357,-340,+9.3%,UFC Fight Night 129: Maia vs. Usman,May 19th 2018
Veronica Macedo vs Ashlee Evans-Smith,-265,-270 ... -240,-270,-240,+9.5%,UFC Fight Night 93: Arlovski vs. Barnett,Sep 3rd 2016
Veronica Macedo vs Bea Malecki,130,-105 ... +105,-105,105,+10.7%,UFC on ESPN+ 28: Lee vs. Oliveira,Mar 14th 2020
Polyana Viana vs Iasmin Lucindo,-200,-200 ... -188,-200,-188,0%,UFC Fight Night 226,Aug 12th 2023
Polyana Viana vs Emily Ducote vs Polyana Viana,-140,-150 ... -136,-150,-136,, ,
Jinh Yu vs Polyana Viana,170,+105 ... +115,105,115,-0.9%,UFC Fight Night 214ting Championship,
Tabatha Ricci vs Polyana Viana,105,-111 ... -105,-111,-105,-29.2%,UFC Fight Night 2010,
Mallory Martin vs Polyana Viana,-115,+110 ... +120,110,120,-6%,UFC 258: Usman vs. Burns,
Emily Whitmire vs Polyana Viana,-170,+110 ... +125,110,125,+13.4%,UFC on ESPN+ 33: Smith vs. Rakic,
Veronica Macedo vs Polyana Viana,-350,-289 ... -278,-289,-278,+26.5%,UFC on ESPN+ 14: Shevchenko vs. Carmouche 2,
Hannah Cifers vs Polyana Viana,-210,-160 ... -155,-160,-155,+5.1%,UFC 235: Jones vs. Smith,
J.J. Aldrich vs Polyana Viana,-270,-440 ... -425,-440,-425,+9.6%,UFC 227: Dillashaw vs. Garbrandt 2,
J.J. Aldrich vs Polyana Viana,-270,-440 ... -425,-440,-425,+9.6%,UFC 227: Dillashaw vs. Garbrandt 2,
Mallory Martin vs Katharina Dalisda,160,+240 ... +240,240,240,-14.7%,Oktagon 36,Oct 15th 2022
Mallory Martin vs Cheyanne Buys,-220,-210 ... -180,-210,-180,-8%,UFC Fight Night: Font vs. Aldo,Dec 4th 2021
Mallory Martin vs Cheyanne Vlismas,-200,-200 ... -175,-200,-175,+2.7%,UFC Fight Night: Font vs. Aldo,Dec 4th 2021
Mallory Martin vs Montserrat Ruiz vs Mallory Martin,-125,-120 ... -111,-120,-111,, ,
Polyana Viana vs Mallory Martin,145,-333 ... -300,-333,-300,+3.7%,UFC 258: Usman vs. Burns,
Hannah Cifers vs Mallory Martin,115,+185 ... +225,185,225,-85.8%,UFC on ESPN+ 33: Smith vs. Rakic,
Virna Jandiroba vs Mallory Martin,-350,-355 ... -333,-355,-333,+30.2%,UFC on ESPN 7: Overeem vs. Rozenstruik,
Micol Disegni,225,+250 ... +295,250,295,+0.3%,Dana White's Contender Series 25,Aug 20th 2019
Hannah Cifers vs Mallory Martin,145,-333 ... -300,-333,-300,+54.9%,UFC on ESPN+ 33: Smith vs. Rakic,Aug 29th 2020
Hannah Cifers vs Mariya Agapova,-255,-380 ... -333,-380,-333,+19.2%,UFC on ESPN 10: Eye vs. Calvillo,Jun 13th 2020
Hannah Cifers vs Jodie Esquibel,170,+240 ... +245,240,245,-6.8%,UFC 241: Cormier vs. Miocic 2,Aug 17th 2019
Hannah Cifers vs Polyana Viana,-350,-289 ... -278,-289,-278,-3.6%,UFC 235: Jones vs. Smith,Mar 2nd 2019
Hannah Cifers vs Maycee Barber,-260,-470 ... -455,-470,-455,+39.8%,UFC Fight Night 139: Korean Zombie vs. Rodriguez,Nov 10th 2018
Hannah Cifers vs Mackenzie Dern,-245,-525 ... -500,-525,-500,+44.7%,UFC on ESPN 9: Woodley vs. Burns,May 30th 2020
Hannah Cifers vs Angela Hill,105,-235 ... -220,-235,-220,+39.3%,UFC on ESPN+ 24: Blaydes vs. Dos Santos,Jan 25th 2020
Mariya Agapova vs Gillian Robertson,110,-155 ... -146,-155,-146,+21.4%,UFC Fight Night 211,Sep 17th 2022
Mariya Agapova vs Ji Yeon,Kim,+165 +175 ...,165,...,-3.8%,UFC 277: Pena vs. Nunes 2,+175 Jul 30th 2022
Mariya Agapova vs Maryna Moroz,170,+145 ... +155,145,155,+4%,UFC Fight Night 204,Mar 5th 2022
Mariya Agapova vs Sabina Mazo,-180,-227 ... -175,-227,-175,+0.8%,UFC Fight Night: Dern vs. Rodriguez,Oct 9th 2021
Mariya Agapova vs Shana Dobson,500,+900 ... +950,900,950,-7.2%,UFC on ESPN 15: Munhoz vs. Edgar,Aug 22nd 2020
Mariya Agapova vs Hannah Cifers,215,+250 ... +315,250,315,-9%,UFC on ESPN 10: Eye vs. Calvillo,Jun 13th 2020
Mariya Agapova vs Tracy Cortez,120,-105 ... +100,-105,100,+12%,Dana White's Contender Series 22,Jul 30th 2019
Shana Dobson vs Casey O'Neill,-185,-167 ... -152,-167,-152,-11.6%,UFC Fight Night 185: Blaydes vs. Lewis,Feb 20th 2021
Shana Dobson vs Mariya Agapova,-700,-1667 ... -1375,-1667,-1375,+41%,UFC on ESPN 15: Munhoz vs. Edgar,Aug 22nd 2020
Shana Dobson vs Sabina Mazo,-190,-145 ... -139,-145,-139,-13.6%,UFC 241: Cormier vs. Miocic 2,Aug 17th 2019
Shana Dobson vs Lauren Mueller,-190,-160 ... -160,-160,-160,-4.2%,UFC on FOX 29: Poirier vs. Gaethje,Apr 14th 2018
Shana Dobson vs Priscila Cachoeira,-170,+160 ... +170,160,170,-57.8%,UFC on ESPN+ 26: Felder vs. Hooker,Feb 22nd 2020
Shana Dobson vs Ariel Beck,160,+160 ... +165,160,165,+3.6%,UFC: The Ultimate Fighter 26 Finale,Dec 1st 2017
Casey O'Neill vs Jennifer Maia,135,+120 ... +160,120,160,-4.7%,UFC 286,Mar 18th 2023
Casey O'Neill vs Roxanne Modafferi,210,+270 ... +330,270,330,-11.4%,UFC 271,Feb 12th 2022
Casey O'Neill vs Antonina Shevchenko,250,+180 ... +225,180,225,+5.3%,UFC Fight Night: Santos vs. Walker,Oct 2nd 2021
Casey O'Neill vs Lara Procopio,-175,-182 ... -160,-182,-160,-4.2%,UFC on ESPN: The Korean Zombie vs. Ige,Jun 19th 2021
Casey O'Neill vs Shana Dobson,160,+125 ... +140,125,140,+5.2%,UFC Fight Night 185: Blaydes vs. Lewis,Feb 20th 2021
Priscila Cachoeira vs Miranda Maverick,-375,-333 ... -275,-333,-275,-8.4%,UFC 291,Jul 29th 2023
Priscila Cachoeira vs Karine Silva,-160,-200 ... -188,-200,-188,+9.6%,UFC Fight Night 223,Apr 22nd 2023
Priscila Cachoeira vs Ariane Lipski,-185,-225 ... -195,-225,-195,+4.8%,UFC Fight Night: Vera vs. Cruz,Aug 13th 2022
Priscila Cachoeira vs Ariane Lipski,-155,-190 ... -155,-190,-155,+10.4%,UFC on ESPN: Santos vs. Hill,Aug 6th 2022
Priscila Cachoeira vs Ji Yeon,Kim,-200 -250 ...,-200,...,-8%,UFC Fight Night 203,-160 Feb 26th 2022
Priscila Cachoeira vs Gillian Robertson,-300,-400 ... -290,-400,-290,+7.2%,UFC 269,Dec 11th 2021
